Front,Back,Chapter,Section,Tags
"**7.** Which agency is designated as the Coordinating Agency under CIMS?

A) A) NYPD
B) B) FDNY
C) C) NYC Emergency Management (NYCEM)
D) D) Mayor's Office of Operations","**Answer: C**

NYCEM is the designated Coordinating Agency. It facilitates, coordinates, and supports inter-agency activities but does NOT command the incident. (P.G. 220-15)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**8.** When a CBRN/HazMat incident involves actual or suspected crime or terrorism, what command structure is used?

A) A) Unified Command with NYPD, FDNY, DEP, and DOHMH
B) B) NYPD Single Command with an Incident Commander
C) C) FDNY Single Command
D) D) Unified Command with borough-centric ICPs","**Answer: B**

When a CBRN/HazMat incident involves actual or suspected crime or terrorism, NYPD exercises Single Command. (P.G. 220-02)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**9.** A ranking member arriving at an incident has how many options regarding the Command Element?

A) A) Two — assume command or make no change
B) B) Three — assume command, make no change, or leave the scene
C) C) Four — assume command (no CE), assume from current CE, make no change, designate a third party
D) D) Five — the four options above plus request a higher-ranking officer","**Answer: C**

The four Transfer of Command options are: (1) Assume command when no CE exists, (2) Assume command from current CE, (3) Make no change, (4) Designate a third party. (P.G. 220-17)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**10.** The Safety Officer may exercise emergency authority to directly stop unsafe activities under what condition?

A) A) When any safety concern is identified
B) B) When authorized by the Command Element
C) C) When life or safety of incident personnel is in imminent danger
D) D) Only at HazMat incidents","**Answer: C**

The Safety Officer may exercise emergency authority to directly prevent, stop, and/or correct hazardous activities when life or safety is in imminent danger — without waiting for chain of command approval. (P.G. 220-07)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**11.** Which General Staff section prepares the Incident Action Plan?

A) A) Operations Section
B) B) Logistics Section
C) C) Planning Section
D) D) Finance/Administration Section","**Answer: C**

The Planning Section chief is responsible for preparing and distributing the Incident Action Plan (IAP). (P.G. 220-10)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**12.** A formal written Incident Action Plan is required when an incident extends beyond what timeframe?

A) A) 12 hours
B) B) 18 hours
C) C) 24 hours
D) D) 48 hours","**Answer: C**

When an incident extends beyond 24 hours (multiple Operational Periods), a formal written IAP is required. (P.G. 220-28)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**13.** Who may activate a Citywide Incident Management Team (IMT)?

A) A) Any Deputy Chief or above
B) B) Chief of Patrol or Patrol Borough Commander
C) C) Police Commissioner, First Deputy Commissioner, or Chief of Department
D) D) Chief of Department or any Bureau Chief","**Answer: C**

The Citywide IMT is activated by the Police Commissioner, First Deputy Commissioner, or Chief of Department. The Borough IMT is activated by the Chief of Patrol or Patrol Borough Commander. (P.G. 220-28)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**14.** What is the correct CIMS incident sequence?

A) A) Life Safety → Investigation → Site Management → Recovery → Demobilization
B) B) Response → Life Safety → Site Management → Investigation → Recovery/Restoration → Demobilization
C) C) Response → Site Management → Life Safety → Investigation → Demobilization
D) D) Life Safety → Site Management → Recovery → Investigation → Demobilization","**Answer: B**

The correct CIMS incident sequence is: Initial Response, Life Safety Operations, Site Management Operations, Investigative Operations, Recovery/Restoration Operations, Demobilization. Phases may overlap with CE approval. (P.G. 220-18)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**15.** Which of the following is NOT a CIMS resource status condition?

A) A) Assigned
B) B) Available
C) C) Standby
D) D) Out-of-Service","**Answer: C**

The three CIMS resource statuses are Assigned (performing work tasks), Available (ready for assignment, deploy within 3 minutes), and Out-of-Service (not able to be assigned). ""Standby"" is not a CIMS status. (P.G. 220-25)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**16.** The Operations Section Post is generally:

A) A) Co-located with the ICP for efficiency
B) B) NOT co-located with the ICP
C) C) Located at the Staging Area
D) D) Located outside the Outer Perimeter","**Answer: B**

The Operations Section Post is generally NOT co-located with the ICP. The I/I Section Post is also NOT co-located with either the ICP or Operations Post. (P.G. 220-09, 220-19)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**17.** What form is used for Check-In recording at CIMS incidents?

A) A) ICS Form 201
B) B) Complaint Report
C) C) DETAIL ROSTER / ASSIGNMENT SHEETS (PD406-141)
D) D) Unusual Occurrence Report","**Answer: C**

The PD406-141 (DETAIL ROSTER / ASSIGNMENT SHEETS) or other appropriate forms are used for the Check-In process. (P.G. 220-24)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**18.** A Mobile Field Force consists of:

A) A) 1 to 3 Squads
B) B) 2 to 6 Squads
C) C) 4 to 8 Squads
D) D) 3 to 5 Squads","**Answer: B**

A Mobile Field Force consists of 2 to 6 Squads. Each Squad = 1 Sergeant + 8 Police Officers. (P.G. 220-25)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**19.** Under CIMS, the Incident Base and Camp are:

A) A) Required at every incident with more than 50 personnel
B) B) Activated only during Unified Command
C) C) NOT activated in NYC absent extraordinary circumstances
D) D) Managed by the Logistics Section only during planned events","**Answer: C**

Incident Base and Camp are NIMS ICS concepts that are NOT activated in NYC absent extraordinary circumstances. (P.G. 220-19)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**20.** What type of communications must be used for inter-agency communications at a CIMS incident?

A) A) Standard NYPD 10-codes
B) B) Agency-specific codes
C) C) Clear text with CIMS terminology
D) D) Encrypted digital communications only","**Answer: C**

All incident personnel must use clear text (no 10-codes) for inter-agency communications and use CIMS nomenclature/terminology. (P.G. 220-16)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**21.** Who has authority to designate the Liaison Officer under CIMS?

A) A) The Mayor's Press Office
B) B) NYCEM (NYC Emergency Management)
C) C) The Operations Section chief
D) D) The Planning Section chief","**Answer: B**

While the Incident Commander may designate the Liaison Officer, NYCEM has overriding authority and may designate the Liaison Officer. The Mayor's Press Office designates the PIO, not the Liaison Officer. (P.G. 220-08)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**22.** Resources must formally Check-In before reporting to which section for assignment?

A) A) Planning Section
B) B) Logistics Section
C) C) Operations Section
D) D) Finance/Administration Section","**Answer: C**

Resources must formally Check-In before reporting to the Operations Section for assignment (absent extraordinary circumstances). (P.G. 220-24)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**23.** The Safety Officer function is required by law at which type of incident?

A) A) Any incident with more than 20 personnel
B) B) Hazardous materials incidents
C) C) All Unified Command incidents
D) D) National Special Security Events","**Answer: B**

The Safety Officer function is required by law at hazardous materials incidents. (P.G. 220-07)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**24.** Under CIMS, Incident Objectives must be:

A) A) Specific, Measurable, Achievable, Relevant, Time-bound
B) B) Attainable, Measurable, Adaptable/Flexible
C) C) Clear, Concise, Complete
D) D) Immediate, Actionable, Documented","**Answer: B**

Under Management by Objectives, CIMS Incident Objectives must be Attainable, Measurable, and Adaptable/Flexible. (P.G. 220-05)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**25.** Which of the following is an NYPD Single Command incident?

A) A) Building collapse
B) B) Structural fire
C) C) Hazardous materials release (no crime)
D) D) Hostage situation","**Answer: D**

NYPD Single Command incidents include: Civil Disturbance, EDP, Explosive Device/Bomb Threat, Hostage, Sniper, Special Event, Suspicious Package, and Water/Ice Rescue. Building collapse and structural fire are not NYPD Single Command; HazMat without crime is Unified Command. (P.G. 220-02)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
